ID;Nazwa;ID TRAM;ID BUS;Lat;Lon;Strefa;Dzielnica;Ulica;Exit-only (E)/Tram (T)/Bus (B);NŻ;Ex ID;Ex Nazwa
384-2;Wybickiego 02;;384-02;50.084010833;19.927691666;;;;;;;
221-1;Wyciąska 01;;221-01;50.077136388;20.155483888;;;;;;;
221-2;Wyciąska 02;;221-02;50.077008055;20.156573055;;;;;;;
221-3;Wyciąska 03;;221-03;50.077531388;20.154533611;;;;;;;
221-6;Wyciąska 06;;221-06;50.078176388;20.158499444;;;;;;;
221-8;Wyciąska 08;;221-08;50.076501666;20.155915000;;;;;;;
235-1;Wyciąże Północ 01;;235-01;50.078017222;20.163189166;;;;;;;
235-2;Wyciąże Północ 02;;235-02;50.077909166;20.164183611;;;;;;;
242-1;Wyciąże Sklep 01;;242-01;50.072271666;20.158387777;;;;;;;
242-2;Wyciąże Sklep 02;;242-02;50.072057500;20.158415000;;;;;;;
681-1;Wydział Farmaceutyczny UJ 01;;681-01;50.011895277;19.993097222;;;;;;;
;Wydział Zarządzania UJ;;;50.0294238;19.9081733;;;;;;;
;Wydział Zarządzania UJ;;;50.0296317;19.9073842;;;;;;;
397-1;Wyki 01;;397-01;50.092728888;19.922131944;;;;;;;
397-2;Wyki 02;;397-02;50.092708333;19.922331388;;;;;;;
2650-1;Wysiołek Luborzycki 01;;2650-01;50.158612777;20.104053611;;;;;;;
2650-2;Wysiołek Luborzycki 02;;2650-02;50.158011666;20.104160555;;;;;;;
2384-1;Wysiołek Luborzycki Kapkazy 01;;2384-01;50.154876944;20.099774444;;;;;;;
2384-2;Wysiołek Luborzycki Kapkazy 02;;2384-02;50.154597500;20.099954444;;;;;;;
2651-1;Wysiołek Luborzycki Radwany 01;;2651-01;50.163937777;20.099944722;;;;;;;
2651-2;Wysiołek Luborzycki Radwany 02;;2651-02;50.163660833;20.099963888;;;;;;;
2383-1;Wysiołek Luborzycki Skrzyżowanie 01;;2383-01;50.151802500;20.105112222;;;;;;;
2383-2;Wysiołek Luborzycki Skrzyżowanie 02;;2383-02;50.150937500;20.106391666;;;;;;;
2383-3;Wysiołek Luborzycki Skrzyżowanie 03;;2383-03;50.152267222;20.106021388;;;;;;;
779-1;Wysłouchów 01;;779-01;50.008176666;19.953402777;;;;;;;
779-2;Wysłouchów 02;;779-02;50.008024166;19.953763333;;;;;;;
125-1;Wzgórza Krzesławickie 01;125-1t;;50.094815;20.065271;;;;;;;
125-2;Wzgórza Krzesławickie 02;;125-02;50.094261666;20.064113055;;;;;;;
125-3;Wzgórza Krzesławickie 03;;125-03;50.096115833;20.065584722;;;;;;;
125-4;Wzgórza Krzesławickie 04;;125-04;50.095430833;20.064636944;;;;;;;
125-5;Wzgórza Krzesławickie 05;;125-05;50.095824722;20.063839444;;;;;;;
125-72;Wzgórza Krzesławickie 72;;125-72;50.094261666;20.064113055;;;;;;;
