ID;Nazwa;ID TRAM;ID BUS;Lat;Lon;Strefa;Dzielnica;Ulica;Exit-only (E)/Tram (T)/Bus (B);NŻ;Ex ID;Ex Nazwa
2863-1;Mogilany Pętla 01;;2863-01;49.943975833;19.870826944;;;;;;;
2863-3;Mogilany Pętla 03;;2863-03;49.943971111;19.870645277;;;;;;;
2863-14;Mogilany Pętla 14;;2863-14;49.943971111;19.870645277;;;;;;;
2235-1;Mogilany Rynek 01;;2235-01;49.942622777;19.885363055;;;;;;;
2235-2;Mogilany Rynek 02;;2235-02;49.943117777;19.885851944;;;;;;;
2235-3;Mogilany Rynek 03;;2235-03;49.943278888;19.885660555;;;;;;;
2242-1;Mogilany Wiadukt 01;;2242-01;49.936615277;19.896704722;;;;;;;
2242-2;Mogilany Wiadukt 02;;2242-02;49.936469722;19.896622777;;;;;;;
2080-1;Morawica Centrum 01;;2080-01;50.075190833;19.753336111;;;;;;;
2080-3;Morawica Centrum 03;;2080-03;50.074345000;19.751048333;;;;;;;
2079-1;Morawica Krzyżówka 01;;2079-01;50.080900555;19.749450555;;;;;;;
2079-2;Morawica Krzyżówka 02;;2079-02;50.080611944;19.750060833;;;;;;;
2079-3;Morawica Krzyżówka 03;;2079-03;50.080469722;19.749659722;;;;;;;
2081-1;Morawica Mostek 01;;2081-01;50.082783055;19.738836944;;;;;;;
2081-2;Morawica Mostek 02;;2081-02;50.082726944;19.738836944;;;;;;;
2792-1;Morawica Rudki 01;;2792-01;50.070354444;19.747724166;;;;;;;
2792-2;Morawica Rudki 02;;2792-02;50.070077777;19.747737777;;;;;;;
2078-1;Morawica Szkoła 01;;2078-01;50.080354166;19.756046666;;;;;;;
2078-2;Morawica Szkoła 02;;2078-02;50.080170555;19.755032777;;;;;;;
127-1;Morcinka 01;;127-01;50.103697222;20.072038888;;;;;;;
127-2;Morcinka 02;;127-02;50.104435833;20.072992777;;;;;;;
127-3;Morcinka 03;;127-03;50.104118888;20.071213055;;;;;;;
127-4;Morcinka 04;;127-04;50.104039722;20.071923055;;;;;;;
892-1;Most Kotlarski 01;;892-01;50.051057222;19.962198333;;;;;;;
676-2;Motyla 02;;676-02;50.037420555;19.997061944;;;;;;;
676-4;Motyla 04;;676-04;50.037023611;19.996362500;;;;;;;
108-1;Mrozowa (NŻ) 01;108-1t;;50.0841515;20.0719071;;;;;NŻ;;
108-2;Mrozowa (NŻ) 02;108-2t;;50.0841098;20.0717182;;;;;NŻ;;
108-3;Mrozowa (NŻ) 03;;108-03;50.084224166;20.072205833;;;;;NŻ;;
108-4;Mrozowa (NŻ) 04;;108-04;50.084196111;20.072343888;;;;;NŻ;;
460-1;Muzeum Armii Krajowej 01;;460-01;50.070410000;19.949027500;;;;;;;
460-2;Muzeum Armii Krajowej 02;;460-02;50.071636666;19.948854166;;;;;;;
853-1;Muzeum Fotografii 01;853-1t;;50.070486;19.954281;;;;;;;Rakowicka 01
853-2;Muzeum Fotografii 02;853-2t;;50.070982;19.954592;;;;;;;Rakowicka 02
296-1;Muzeum Inżynierii Miejskiej 01;296-1t;;50.0499565;19.9475294;;;;;;;
798-1;Muzeum Lotnictwa Polskiego 01;798-1t;;50.07352;19.990472;;;;;;;
798-2;Muzeum Lotnictwa Polskiego 02;798-2t;;50.073539;19.990254;;;;;;;
798-71;Muzeum Lotnictwa Polskiego 71;;798-71;50.073560;19.989061;;;;;;;
798-72;Muzeum Lotnictwa Polskiego 72;;798-72;50.073467;19.991302;;;;;;;
825-1;Muzeum Narodowe 01;825-1t;;50.059525;19.92554;;;;;;;Cracovia 01
825-2;Muzeum Narodowe 02;825-2t;;50.059326;19.924504;;;;;;;Cracovia 02
825-3;Muzeum Narodowe 03;;825-03;50.059398333;19.925807500;;;;;;;Cracovia 03
825-4;Muzeum Narodowe 04;;825-04;50.058643611;19.925201666;;;;;;;Cracovia 04
825-5;Muzeum Narodowe 05;;825-05;50.059800555;19.925118888;;;;;;;Cracovia 05
941-1;Muzeum Rydlówka (NŻ) 01;;941-01;50.087573;19.876201;;;;;NŻ;;
368-1;Mydlniki Granica Miasta 01;;368-01;50.089922777;19.837743333;;;;;;;
368-2;Mydlniki Granica Miasta 02;;368-02;50.090233888;19.837001944;;;;;;;
447-1;Mydlniki Wapiennik P+R 01;;447-01;50.090850000;19.840258888;;;;;;;
582-1;Myślenicka 01;;582-01;50.005774444;19.943722500;;;;;;;
582-2;Myślenicka 02;;582-02;50.004791388;19.942932777;;;;;;;
582-4;Myślenicka 04;;582-04;50.005621111;19.945413611;;;;;;;
927-1;Myśliwska 01;;927-01;50.045052500;19.997808055;;;;;;;
927-2;Myśliwska 02;;927-02;50.045171666;19.996701666;;;;;;;
600-1;Myśliwska Szkoła 01;;600-01;50.045551944;19.991300277;;;;;;;
600-2;Myśliwska Szkoła 02;;600-02;50.045625555;19.991360833;;;;;;;
404-1;Na Budzyniu 01;;404-01;50.111878055;19.893604722;;;;;;;
404-2;Na Budzyniu 02;;404-02;50.111826388;19.893238888;;;;;;;
308-1;Na Krępaku 01;;308-01;50.045182500;19.859401944;;;;;;;
308-2;Na Krępaku 02;;308-02;50.045148055;19.860582222;;;;;;;
308-4;Na Krępaku 04;;308-04;50.045620277;19.860125555;;;;;;;
179-1;Na Załęczu 01;;179-01;50.060670;20.024060;;;;;;;
179-2;Na Załęczu 02;;179-02;50.059730;20.025080;;;;;;;
179-4;Na Załęczu 04;;179-04;50.059640;20.024070;;;;;;;
159-1;Nad Dłubnią 01;;159-01;50.089213888;20.038085833;;;;;;;
159-2;Nad Dłubnią 02;;159-02;50.089329722;20.040225555;;;;;;;
723-2;Nad Drwiną 02;;723-02;50.032305277;20.056891666;;;;;;;
290-1;Nadbrzezie 01;;290-01;50.070070;20.101770;;;;;;;
290-2;Nadbrzezie 02;;290-02;50.070000;20.101650;;;;;;;
734-1;Nałkowskiej 01;;734-01;49.980865555;19.874584444;;;;;;;
734-2;Nałkowskiej 02;;734-02;49.980414722;19.873075277;;;;;;;
734-3;Nałkowskiej 03;;734-03;49.980853333;19.873539166;;;;;;;
2156-1;Narama Graniczna Sklep 01;;2156-01;50.180580833;19.944559722;;;;;;;
2156-2;Narama Graniczna Sklep 02;;2156-02;50.180365833;19.944508055;;;;;;;
2068-1;Narama Księża 01;;2068-01;50.185521944;19.943851388;;;;;;;
2068-2;Narama Księża 02;;2068-02;50.185959444;19.943680833;;;;;;;
2160-1;Narama Remiza 01;;2160-01;50.180685000;19.932645000;;;;;;;
856-1;Narzymskiego 01;;856-01;50.073693333;19.966314444;;;;;;;
856-2;Narzymskiego 02;;856-02;50.073701944;19.966059722;;;;;;;
449-1;Natansona 01;;449-01;50.098236388;19.951143611;;;;;;;
449-2;Natansona 02;;449-02;50.098261944;19.951719722;;;;;;;
632-1;Niebieska Autostrada 01;;632-01;49.999135555;19.988673888;;;;;;;
632-2;Niebieska Autostrada 02;;632-02;49.999676388;19.988505555;;;;;;;
486-1;Niebyła 01;;486-01;50.102107777;20.061340833;;;;;;;
486-2;Niebyła 02;;486-02;50.102033055;20.061571944;;;;;;;
2658-1;Niedźwiedź Felix 01;;2658-01;50.223748611;20.082021944;;;;;;;
2658-2;Niedźwiedź Felix 02;;2658-02;50.223079166;20.082087777;;;;;;;
2657-1;Niedźwiedź PKP 01;;2657-01;50.211890555;20.085921111;;;;;;;
2657-2;Niedźwiedź PKP 02;;2657-02;50.211538333;20.085945833;;;;;;;
2200-1;Nielepice Pętla 01;;2200-01;50.106718888;19.709648055;;;;;;;
2536-1;Nielepice Stadnina 01;;2536-01;50.103066388;19.715180833;;;;;;;
2536-2;Nielepice Stadnina 02;;2536-02;50.102508333;19.716384722;;;;;;;
2604-1;Niepołomice Batorego 01;;2604-01;50.040230000;20.220509166;;;;;;;
2604-2;Niepołomice Batorego 02;;2604-02;50.040796111;20.223516944;;;;;;;
2632-1;Niepołomice Boryczów 01;;2632-01;50.022961111;20.198131111;;;;;;;
2632-2;Niepołomice Boryczów 02;;2632-02;50.023371944;20.198729444;;;;;;;
2628-1;Niepołomice Diesla 01;;2628-01;50.033942222;20.188328611;;;;;;;
2628-2;Niepołomice Diesla 02;;2628-02;50.033847222;20.189013055;;;;;;;
2602-1;Niepołomice Dworzec 01;;2602-01;50.038006111;20.216448611;;;;;;;
2602-2;Niepołomice Dworzec 02;;2602-02;50.039057222;20.215503055;;;;;;;
2602-3;Niepołomice Dworzec 03;;2602-03;50.038441666;20.216230555;;;;;;;
2605-1;Niepołomice Grobla 01;;2605-01;50.041961944;20.228828333;;;;;;;
2605-2;Niepołomice Grobla 02;;2605-02;50.042097777;20.229818055;;;;;;;
2606-1;Niepołomice Jazy 01;;2606-01;50.043664444;20.237229722;;;;;;;
2606-2;Niepołomice Jazy 02;;2606-02;50.043625833;20.240077500;;;;;;;
2626-1;Niepołomice Kątek 01;;2626-01;50.039034444;20.173059166;;;;;;;
2626-2;Niepołomice Kątek 02;;2626-02;50.038958611;20.173452777;;;;;;;
2600-1;Niepołomice Kolejowa 01;;2600-01;50.043844166;20.212312500;;;;;;;
2600-2;Niepołomice Kolejowa 02;;2600-02;50.043563888;20.212525000;;;;;;;
2631-1;Niepołomice Kościuszki 01;;2631-01;50.028841944;20.205866388;;;;;;;
2631-2;Niepołomice Kościuszki 02;;2631-02;50.029026111;20.206335000;;;;;;;
2625-1;Niepołomice Pasternik 01;;2625-01;50.040966944;20.166033888;;;;;;;
2625-2;Niepołomice Pasternik 02;;2625-02;50.040880833;20.167001666;;;;;;;
2630-1;Niepołomice Płaszowska I 01;;2630-01;50.031096666;20.197973888;;;;;;;
2630-2;Niepołomice Płaszowska I 02;;2630-02;50.030888055;20.198166111;;;;;;;
2624-1;Niepołomice Podgrabie 01;;2624-01;50.038620000;20.150237222;;;;;;;
2624-2;Niepołomice Podgrabie 02;;2624-02;50.038940000;20.151889722;;;;;;;
2627-1;Niepołomice Poręby 01;;2627-01;50.037243888;20.180051388;;;;;;;
2627-2;Niepołomice Poręby 02;;2627-02;50.037078611;20.180863055;;;;;;;
2603-1;Niepołomice Rynek 01;;2603-01;50.033328611;20.216324444;;;;;;;
2603-81;Niepołomice Rynek 81;;2603-81;50.033310000;20.216435833;;;;;;;
2607-1;Niepołomice Słoneczna 01;;2607-01;50.046386111;20.245444166;;;;;;;
2607-2;Niepołomice Słoneczna 02;;2607-02;50.046758888;20.246165277;;;;;;;
2633-1;Niepołomice Wielicka 01;;2633-01;50.019113055;20.191329166;;;;;;;
2633-2;Niepołomice Wielicka 02;;2633-02;50.019396944;20.192244166;;;;;;;
2629-1;Niepołomice Wodna 01;;2629-01;50.033435277;20.192718055;;;;;;;
2629-2;Niepołomice Wodna 02;;2629-02;50.032370555;20.192947500;;;;;;;
527-1;Norymberska 01;527-1t;;50.029809;19.912225;;;;;;;
527-2;Norymberska 02;527-2t;;50.030129;19.913131;;;;;;;
527-3;Norymberska 03;;527-03;50.029991944;19.913680277;;;;;;;
527-4;Norymberska 04;;527-04;50.029605555;19.912080277;;;;;;;
2514-1;Nowa Wieś Szlachecka Jesionka 01;;2514-01;50.026648055;19.680960277;;;;;;;
2514-2;Nowa Wieś Szlachecka Jesionka 02;;2514-02;50.026605000;19.681048888;;;;;;;
2051-1;Nowa Wieś Szlachecka Kapliczka 01;;2051-01;50.033875555;19.710804444;;;;;;;
2051-2;Nowa Wieś Szlachecka Kapliczka 02;;2051-02;50.033955000;19.711352777;;;;;;;
2053-1;Nowa Wieś Szlachecka Kościół 01;;2053-01;50.027471111;19.697768055;;;;;;;
2053-2;Nowa Wieś Szlachecka Kościół 02;;2053-02;50.027140555;19.697303611;;;;;;;
2054-1;Nowa Wieś Szlachecka Pętla 01;;2054-01;50.025808611;19.689857222;;;;;;;
2054-81;Nowa Wieś Szlachecka Pętla 81;;2054-81;50.025832777;19.690038333;;;;;;;
2052-1;Nowa Wieś Szlachecka Sklep 01;;2052-01;50.030851111;19.704327777;;;;;;;
2052-2;Nowa Wieś Szlachecka Sklep 02;;2052-02;50.030785000;19.704337500;;;;;;;
281-2;Nowolipki 02;;281-02;50.093332500;20.031798888;;;;;;;
281-4;Nowolipki 04;;281-04;50.092920000;20.033653333;;;;;;;
627-1;Nowosądecka 01;627-1t;;50.013455;19.964635;;;;;;;
627-2;Nowosądecka 02;627-2t;;50.013437;19.964684;;;;;;;
627-3;Nowosądecka 03;;627-03;50.014181111;19.965034444;;;;;;;
627-4;Nowosądecka 04;;627-04;50.013781388;19.964683611;;;;;;;
627-5;Nowosądecka 05;;627-05;50.013996666;19.966577222;;;;;;;
702-1;Nowy Bieżanów P+R 01;702-1t;;50.015608;20.023053;;;;;;;Bieżanów Nowy 01,   Nowy Bieżanów 01
702-2;Nowy Bieżanów P+R 02;;702-02;50.014974444;20.023512777;;;;;;;Bieżanów Nowy 02,   Nowy Bieżanów 02
702-3;Nowy Bieżanów P+R 03;;702-03;50.015234722;20.023139166;;;;;;;Bieżanów Nowy 03,   Nowy Bieżanów 03
658-2;Nowy Bieżanów Południe 02;;658-02;50.012682500;20.015480555;;;;;;;
835-1;Nowy Kleparz 01;835-1t;;50.07349;19.93663;;;;;;;
835-2;Nowy Kleparz 02;835-2t;;50.073508;19.936452;;;;;;;
835-3;Nowy Kleparz 03;;835-03;50.073616666;19.937271388;;;;;;;
835-4;Nowy Kleparz 04;;835-04;50.073788611;19.934987222;;;;;;;
835-5;Nowy Kleparz 05;;835-05;50.074865000;19.936107222;;;;;;;
835-6;Nowy Kleparz 06;;835-06;50.073103888;19.934821388;;;;;;;
835-7;Nowy Kleparz 07;;835-07;50.074169722;19.936373888;;;;;;;
835-8;Nowy Kleparz 08;;835-08;50.074803888;19.935015000;;;;;;;
835-9;Nowy Kleparz 09;;835-09;50.075474444;19.936221944;;;;;;;
835-86;Nowy Kleparz 86;;835-86;50.074865000;19.936107222;;;;;;;
656-1;Nowy Prokocim 01;656-1t;;50.016128;20.012098;;;;;;;Prokocim Nowy 01
656-2;Nowy Prokocim 02;656-2t;;50.016318;20.013226;;;;;;;Prokocim Nowy 02
656-3;Nowy Prokocim 03;;656-03;50.016024722;20.011548055;;;;;;;Prokocim Nowy 03
656-4;Nowy Prokocim 04;;656-04;50.015907222;20.011751666;;;;;;;Prokocim Nowy 04
7025-71;Nowy Świat 71;;7025-71;50.055509166;19.929922222;;;;;;;
7025-72;Nowy Świat 72;;7025-72;50.0556858;19.9293698;;;;EB;;;
811-1;Nullo 01;811-1t;;50.060001;19.966793;;;;;;;Francesco Nullo 01
811-2;Nullo 02;811-2t;;50.060173;19.967382;;;;;;;Francesco Nullo 02
811-3;Nullo 03;;811-03;50.060143611;19.967896944;;;;;;;Francesco Nullo 03
811-4;Nullo 04;;811-04;50.060153611;19.966723888;;;;;;;Francesco Nullo 04
683-1;Obrońców Modlina 01;;683-01;50.037054;20.0094271;;;;;;;
683-2;Obrońców Modlina 02;;683-02;50.0369502;20.0094614;;;;;;;
477-1;Obserwatorium 01;;477-01;50.053760277;19.827054166;;;;;;;
477-2;Obserwatorium 02;;477-02;50.053613055;19.827051111;;;;;;;
2639-1;Ochmanów Oknoplast 01;;2639-01;50.002977500;20.126435277;;;;;;;
2639-2;Ochmanów Oknoplast 02;;2639-02;50.002718055;20.125200277;;;;;;;
2445-1;Ochodza Dom Ludowy 01;;2445-01;49.967662777;19.742323055;;;;;;;
2445-2;Ochodza Dom Ludowy 02;;2445-02;49.966660833;19.741753888;;;;;;;
2427-1;Ochodza Dwór 01;;2427-01;49.964802777;19.743298055;;;;;;;
2427-2;Ochodza Dwór 02;;2427-02;49.964798333;19.743298611;;;;;;;
2447-1;Ochodza Odwiśle 01;;2447-01;49.977829722;19.750303611;;;;;;;
2446-1;Ochodza Staw 01;;2446-01;49.970297222;19.746651666;;;;;;;
2446-2;Ochodza Staw 02;;2446-02;49.970211111;19.746269166;;;;;;;
2213-1;Ochojno Dąbrówki 01;;2213-01;49.959359722;19.963316944;;;;;;;
2213-2;Ochojno Dąbrówki 02;;2213-02;49.959421944;19.963422500;;;;;;;
2214-1;Ochojno Kamieniec 01;;2214-01;49.957363055;19.970925833;;;;;;;
2214-2;Ochojno Kamieniec 02;;2214-02;49.957181111;19.971612222;;;;;;;
2296-1;Ochojno Remiza 01;;2296-01;49.954161944;19.973713333;;;;;;;
2215-1;Ochojno Skrzyżowanie 01;;2215-01;49.952724166;19.974171666;;;;;;;
2215-2;Ochojno Skrzyżowanie 02;;2215-02;49.952985833;19.974219722;;;;;;;
284-1;Oczyszczalnia Ścieków ”Kujawy” 01;;284-01;50.052720;20.101830;;;;;;;
284-2;Oczyszczalnia Ścieków ”Kujawy” 02;;284-02;50.051830;20.101730;;;;;;;
918-2;Odkrywców 02;;918-02;50.086605;19.886307;;;;;;;
181-1;Odmętowa 01;;181-01;50.054710;20.034800;;;;;;;
181-2;Odmętowa 02;;181-02;50.054030;20.035200;;;;;;;
813-1;Ofiar Dąbia 01;813-1t;;50.05959;19.976363;;;;;;;
813-2;Ofiar Dąbia 02;813-2t;;50.059629;19.976271;;;;;;;
813-3;Ofiar Dąbia 03;;813-03;50.059048333;19.975379166;;;;;;;
813-4;Ofiar Dąbia 04;;813-04;50.059717500;19.975383611;;;;;;;
813-5;Ofiar Dąbia 05;;813-05;50.059605833;19.977200555;;;;;;;
885-1;Ogród Doświadczeń 01;885-1t;;50.065658;19.997488;;;;;;;M1 Al. Pokoju 01
885-2;Ogród Doświadczeń 02;885-2t;;50.065502;19.996324;;;;;;;M1 Al. Pokoju 02
885-3;Ogród Doświadczeń 03;;885-03;50.065240277;19.995889166;;;;;;;M1 Al. Pokoju 03
885-4;Ogród Doświadczeń 04;;885-04;50.065627777;19.996340833;;;;;;;M1 Al. Pokoju 04
395-1;Ojcowska 01;;395-01;50.100773333;19.884047222;;;;;;;
395-2;Ojcowska 02;;395-02;50.100990833;19.884236944;;;;;;;
393-1;Ojcowska Dworek 01;;393-01;50.094483611;19.882355277;;;;;;;
393-2;Ojcowska Dworek 02;;393-02;50.094390555;19.882447777;;;;;;;
394-1;Ojcowska Wągroda 01;;394-01;50.097124166;19.883194444;;;;;;;
394-2;Ojcowska Wągroda 02;;394-02;50.097801388;19.883428888;;;;;;;
2811-1;Ojców Zamek 01;;2811-01;50.212819166;19.831271111;;;;;;;
2810-1;Ojców Złota Góra 01;;2810-01;50.215199722;19.815214722;;;;;;;
2810-2;Ojców Złota Góra 02;;2810-02;50.214923333;19.815335000;;;;;;;
345-1;Oleandry 01;345-1t;;50.059787;19.921194;;;;;;;
345-2;Oleandry 02;345-2t;;50.05985;19.920531;;;;;;;
345-71;Oleandry 71;;345-71;50.059878333;19.920238888;;;;;;;
863-1;Olsza II 01;;863-01;50.085452500;19.970372500;;;;;;;
863-2;Olsza II 02;;863-02;50.084841388;19.968847777;;;;;;;
863-72;Olsza II 72;;863-72;50.085710000;19.971491666;;;;;;;
863-74;Olsza II 74;;863-74;50.084924722;19.972085555;;;;;;;
344-1;Olszanica Bory 01;;344-01;50.061806944;19.805855833;;;;;;;
344-2;Olszanica Bory 02;;344-02;50.062098611;19.805175555;;;;;;;
341-1;Olszanica Kapliczka 01;;341-01;50.068074444;19.827894166;;;;;;;
341-2;Olszanica Kapliczka 02;;341-02;50.068204166;19.828726944;;;;;;;
343-1;Olszanica Ogródki Działkowe 01;;343-01;50.064360833;19.818612222;;;;;;;
343-2;Olszanica Ogródki Działkowe 02;;343-02;50.064184444;19.817986666;;;;;;;
566-1;Opatkowice 01;;566-01;49.986485555;19.913927500;;;;;;;
566-2;Opatkowice 02;;566-02;49.987842222;19.915095277;;;;;;;
703-1;Opatkowice Wiadukt 01;;703-01;49.994924444;19.918416111;;;;;;;
703-2;Opatkowice Wiadukt 02;;703-02;49.994459166;19.918398055;;;;;;;
750-1;Opatkowice Zadworze 01;;750-01;49.985151666;19.919460277;;;;;;;
750-2;Opatkowice Zadworze 02;;750-02;49.984902777;19.919500833;;;;;;;
843-1;Opolska Estakada 01;;843-01;50.086701388;19.955454444;;;;;;;
843-2;Opolska Estakada 02;;843-02;50.084827500;19.953459166;;;;;;;
843-3;Opolska Estakada 03;;843-03;50.085697500;19.955480833;;;;;;;
843-4;Opolska Estakada 04;;843-04;50.086546666;19.953829722;;;;;;;
418-1;Opolska Kładka 01;;418-01;50.091235277;19.927393611;;;;;;;
418-2;Opolska Kładka 02;;418-02;50.091515555;19.925582777;;;;;;;
283-1;Orkana 01;;283-01;50.073245000;20.050270277;;;;;;;
479-1;Orłowskiego 01;;479-01;50.108136944;20.107768333;;;;;;;
479-2;Orłowskiego 02;;479-02;50.107838333;20.106910833;;;;;;;
408-1;Orszy-Broniewskiego 01;;408-01;50.005706666;19.864715833;;;;;;;
408-2;Orszy-Broniewskiego 02;;408-02;50.006494166;19.864110000;;;;;;;
872-71;Orzeszkowej 71;;872-71;50.050270;19.937660;;;;;;;
277-1;Os. Akademickie PK 01;;277-01;50.087677777;19.994239444;;;;;;;
277-1;Os. Akademickie PK 01;;277-01;50.087680;19.994240;;;;;;;
277-2;Os. Akademickie PK 02;;277-02;50.087216666;19.994984444;;;;;;;
277-2;Os. Akademickie PK 02;;277-02;50.087220;19.994980;;;;;;;
168-1;Os. Dywizjonu 303 01;;168-01;50.084310;19.999600;;;;;;;
168-2;Os. Dywizjonu 303 02;;168-02;50.084780;20.000590;;;;;;;
456-1;Os. Gotyk 01;;456-01;50.099860000;19.964403888;;;;;;;Górka Narodowa Wschód 01
165-1;Os. Górali 01;;165-01;50.081062777;20.041254722;;;;;;;
165-2;Os. Górali 02;;165-02;50.081229166;20.040511666;;;;;;;
163-1;Os. Jagiellońskie 01;;163-01;50.087923333;20.027531944;;;;;;;
163-2;Os. Jagiellońskie 02;;163-02;50.087775555;20.027813611;;;;;;;
149-1;Os. Kalinowe 01;;149-01;50.091520277;20.010456111;;;;;;;
149-2;Os. Kalinowe 02;;149-02;50.091363611;20.009965555;;;;;;;
549-2;Os. Kliny 02;;549-02;50.000541388;19.912616944;;;;;;;
104-1;Os. Kolorowe 01;104-1t;;50.072198;20.0298;;;;;;;
104-2;Os. Kolorowe 02;104-2t;;50.072371;20.028517;;;;;;;
104-3;Os. Kolorowe 03;;104-03;50.072490000;20.028504722;;;;;;;
104-4;Os. Kolorowe 04;;104-04;50.072043888;20.029884444;;;;;;;
172-1;Os. Kościuszkowskie 01;;172-01;50.082633055;20.016807777;;;;;;;
172-2;Os. Kościuszkowskie 02;;172-02;50.082790000;20.016475000;;;;;;;
588-2;Os. Kurdwanów 02;;588-02;50.004407777;19.960347222;;;;;;;
429-1;Os. Marszowiec 01;;429-01;50.118901944;19.941376111;;;;;;;
429-2;Os. Marszowiec 02;;429-02;50.118412222;19.941677500;;;;;;;
151-1;Os. Mistrzejowice Nowe 01;;151-01;50.094910833;20.021316666;;;;;;;
151-2;Os. Mistrzejowice Nowe 02;;151-02;50.095158055;20.020830833;;;;;;;
134-1;Os. Na Lotnisku 01;;134-01;50.086586666;20.013876388;;;;;;;
134-2;Os. Na Lotnisku 02;;134-02;50.086166944;20.012860277;;;;;;;
134-3;Os. Na Lotnisku 03;;134-03;50.085643055;20.014121388;;;;;;;
188-1;Os. Na Skarpie 01;188-1t;;50.069813;20.045465;;;;;;;
188-2;Os. Na Skarpie 02;188-2t;;50.069704;20.046218;;;;;;;
188-3;Os. Na Skarpie 03;;188-03;50.069547222;20.046205277;;;;;;;
188-4;Os. Na Skarpie 04;;188-04;50.069701111;20.046958611;;;;;;;
188-5;Os. Na Skarpie 05;;188-05;50.068514166;20.045187500;;;;;;;
156-2;Os. Na Stoku 02;;156-02;50.097822222;20.050161111;;;;;;;
157-1;Os. Na Stoku Szkoła 01;;157-01;50.093515833;20.056302500;;;;;;;
157-2;Os. Na Stoku Szkoła 02;;157-02;50.093195277;20.056343055;;;;;;;
131-1;Os. Oświecenia 01;;131-01;50.089328333;19.987641944;;;;;;;
131-2;Os. Oświecenia 02;;131-02;50.088812222;19.988585833;;;;;;;
131-4;Os. Oświecenia 04;;131-04;50.089514166;19.988609444;;;;;;;
148-1;Os. Piastów 01;148-1t;;50.101977;20.012058;;;;;;;
148-2;Os. Piastów 02;;148-02;50.100888333;20.012907500;;;;;;;
148-3;Os. Piastów 03;;148-03;50.100640;20.013190;;;;;;;
148-4;Os. Piastów 04;;148-04;50.102012500;20.012676388;;;;;;;
299-2;Os. Pod Fortem 02;;299-02;49.998623611;19.897229444;;;;;;;
499-1;Os. Podwawelskie 01;;499-01;50.046067222;19.932648611;;;;;;;
499-3;Os. Podwawelskie 03;;499-03;50.046730000;19.932773611;;;;;;;
928-1;Os. Przewóz 01;;928-01;50.042746944;19.992991111;;;;;;;
928-2;Os. Przewóz 02;;928-02;50.043338333;19.993233333;;;;;;;
506-1;Os. Robotnicze 01;;506-01;50.045725000;19.908894166;;;;;;;
506-2;Os. Robotnicze 02;;506-02;50.045970000;19.909683611;;;;;;;
133-1;Os. Strusia 01;;133-01;50.086433611;20.009556111;;;;;;;
133-2;Os. Strusia 02;;133-02;50.086755277;20.009170555;;;;;;;
190-2;Os. Wandy 02;;190-02;50.069391388;20.048660000;;;;;;;
191-2;Os. Willowe 02;;191-02;50.072244166;20.053741944;;;;;;;
191-4;Os. Willowe 04;;191-04;50.072756388;20.053407222;;;;;;;
136-1;Os. Zgody 01;136-1t;;50.076921;20.030839;;;;;;;
136-2;Os. Zgody 02;136-2t;;50.076456;20.031524;;;;;;;
136-3;Os. Zgody 03;;136-03;50.076441666;20.031280833;;;;;;;
136-4;Os. Zgody 04;;136-04;50.077151388;20.030802777;;;;;;;
166-1;Os. Zielone 01;;166-01;50.079108055;20.045386388;;;;;;;
166-2;Os. Zielone 02;;166-02;50.079382222;20.045972777;;;;;;;
141-1;Os. Złotego Wieku 01;141-1t;;50.093749;20.004333;;;;;;;
141-2;Os. Złotego Wieku 02;141-2t;;50.093667;20.004478;;;;;;;
141-3;Os. Złotego Wieku 03;;141-03;50.093984166;20.004756666;;;;;;;
141-4;Os. Złotego Wieku 04;;141-04;50.093926666;20.004039166;;;;;;;
230-1;Ostafina 01;;230-01;50.105020833;20.171263055;;;;;;;
230-2;Ostafina 02;;230-02;50.104894444;20.171477777;;;;;;;
322-2;Owcy-Orwicza 02;;322-02;50.059711666;19.894475833;;;;;;;
2135-1;Owczary Długa 01;;2135-01;50.177436388;19.908756666;;;;;;;
2135-2;Owczary Długa 02;;2135-02;50.177408055;19.907967500;;;;;;;
2136-1;Owczary Pętla 01;;2136-01;50.174306111;19.913244166;;;;;;;
410-1;Pachońskiego P+R 01;410-1t;;50.09416;19.92983;;;;;;;
410-2;Pachońskiego P+R 02;410-2t;;50.09379;19.93005;;;;;;;
410-3;Pachońskiego P+R 03;;410-03;50.094745555;19.927966944;;;;;;410-01;Pachońskiego 01
410-4;Pachońskiego P+R 04;;410-04;50.094857222;19.929748055;;;;;;410-02;Pachońskiego 02
410-5;Pachońskiego P+R 05;;410-05;50.095160000;19.928863055;;;;;;;
410-6;Pachońskiego P+R 06;;410-06;50.094430555;19.928975555;;;;;;;
454-1;Panieńskich Skał 01;;454-01;50.068523055;19.864723888;;;;;;;
454-2;Panieńskich Skał 02;;454-02;50.068603055;19.863583333;;;;;;;
907-1;Papierni Prądnickich 01;907-1t;;50.1019;19.95743;;;;;;;
907-2;Papierni Prądnickich 02;907-2t;;50.10163;19.9573;;;;;;;
907-3;Papierni Prądnickich 03;;907-03;50.102380277;19.957445555;;;;;;;
907-5;Papierni Prądnickich 05;;907-05;50.102048611;19.957719444;;;;;;;
507-1;Park ”Skały Twardowskiego” 01;;507-01;50.038043055;19.898978333;;;;;;;
507-2;Park ”Skały Twardowskiego” 02;;507-02;50.038015277;19.898576944;;;;;;;
330-1;Park Decjusza 01;;330-01;50.066968611;19.869904166;;;;;;;
